ObjectID;Product (EN);Studio;Vitrine;Position;Product (NL);Brand;Model/Type;Colour;Colour 2;Designer;Year;Era;Country;Technische Beschrijving;Location (studio-vitrine-product);Origin;Photo;Conditie;Opslag (asbest etc.);Value;Drawing Topics
DDP-0182;Dishwasher detergent bottle;2;1;2;Vaatwasmiddel fles;Sun;Machine Afwas Poeder;Blue;White;Unknown;2006;Digital Era;France;The bottle is an excellent object for drawing lessons due to its specific geometric and visual properties: it's constructed from a combination of a cube (the bottom part) and a cylinder (the neck/cap), showing how complex objects can be reduced to simple geometric shapes. The handle on the right creates a distinct 'hole' in the shape. In art education, this is a classic exercise to look at the negative space (the shape of the void) rather than the object itself.;2-1-2;Unknown;Picture;Goed;;;
DDP-0183;Engine oil bottle;2;1;2;Motorolie fles;Shell;Helix Plus SAE 10W-40;Turqoise;White;Unknown;2008;Digital Era;Netherlands;"The bottle is a classic example of industrial design where form follows function. It's an interesting study object due to the ergonomics (recess functions as an integrated handle);  assymmetrical composition (slanted top helps guide the liquid to the spout); texture and surface (diagonal ridges to increase rigidity to the plastic wall and improve grip); and material description (HDPE with a specific metallic blue sheen). ";2-1-2;Unknown;Picture;Goed;;;
DDP-0184;Hot water bottle;2;1;3;Warmwaterkruik;Unknown;Unknown;Red;White;Unknown;1930;Pre-1950;Netherlands;This is an enameled metal hot water bottle. The rust-brown color with white speckles is also known as 'graniteware' or 'speckled enamel'. This type of finish was popular because it looked less fragile than solid colors and fit well in the kitchens and bedrooms of the time.;2-1-3;Unknown;Picture;Redelijk;;;
DDP-0185;Drinking bottle;2;1;3;Drinkfles;Royal VKB;RVS Drinkfles 500 ML ;Silver;Blue;Unknown;2018;Digital Era;Netherlands;"The design focuses on sustainability and ease of use. The bottle features a double cap; the small top cap is for drinking, while the larger opening underneath is intended for easy filling and cleaning. The striking silicone band serves as a carrying loop and holds the cap in place so you don't lose it.";2-1-3;Unknown;Picture;Goed;;;
DDP-0186;Pump bottle;2;1;4;Pompfles;Garnier;Fructis Force Anti-Dry;Green;White;Unknown;2007;Digital Era;France;Leave-in nourishing hair milk, designed to intensively nourish and repair very dry hair without rinsing. The ball-shaped bottles are part of the repositioning of Fructis in the 2000s. This specific packaging and product line was prominent around 2004-2009. ;2-1-4;Unknown;Picture;Goed;;;"Cylindrical Shapes; Glossy Surfaces"
DDP-0187;Squeeze bottle;2;1;4;Knijpfles;Unknown;LDPE 'gooseneck';Green;Yellow;Unknown;1955;Mid-Century Modern;U.S.A.;The major breakthrough for polyethylene bottles was around 1941–1946, when pioneers such as James Wright and Earl Tupper popularized plastic alternatives to glass. It consists of a flexible, semi-transparent reservoir with vertical grooves for extra grip and structural integrity during squeezing.The curved, stainless steel or aluminum tube allows the user to direct a targeted stream without having to tilt the bottle completely.;2-1-4;Unknown;Picture;Redelijk;;;"Cylindrical Shapes; Multiple Rounding; Matte Surfaces"
DDP-0188;Spray bottle;2;1;4;Spuitfles;Jif;Multi-Uso ;Blue;White;Unknown;2006;Digital Era;France;Cif/Jif bottles underwent a significant redesign in 1990, introducing a slimline bottle with a raised spout to allow for easier liquid direction. The blue translucent bottle typically signifies 'freshness' and is often associated with glass or multi-surface variants in the cleaning industry to distinguish them from the heavy-duty 'cream' (yellow/white) or bathroom-specific (green) versions.;2-1-4;Unknown;Picture;Slecht;;;"Cylindrical Shapes; Multiple Rounding; Transparent Materials"
DDP-0189;Spray bottle refill;2;1;4;Spuitfles navulling;Plus;Keuken Reiniger;White;Red;Unknown;2004;Digital Era;Netherlands;This bottle with a refill/storage cap is used for transport or before the spray nozzle is attached. It has an asymmetrical design with integrated finger-grip indentations on the neck for ergonomic handling during spraying.;2-1-4;Unknown;Picture;Goed;;;"Cylindrical Shapes; Multiple Rounding; Glossy Surfaces"
DDP-0190;Spray bottle;2;1;4;Spuitfles;Glassex;Anti-Vet;Red;Yellow;Unknown;2007;Digital Era;Netherlands;This is an ergonomic red plastic spray bottle with molded finger grips for improved handling. It has a dual-tone trigger spray head designed for high-volume dispensing. It is made to contain degreaser/Multi-surface cleaner by Glassex - a prominent brand in the Dutch and European cleaning markets. ;2-1-4;Unknown;Picture;Goed;;;"Cylindrical Shapes; Multiple Rounding; Glossy Surfaces"
DDP-0191;Cosmetic jars;2;1;5;Cosmetica potjes;Clinique;Moisture Surge;Multi;Silver;Unknown;2010;Digital Era;U.S.A.;Low-profile, wide-mouth cylindrical jars, in glossy, transparent and matte finished (left to right) with a chrome finish screw-on lid. They contained various moisturising cremes to be used on the face. The Celadon Green is the brand’s signature colour.;2-1-5;Unknown;Picture;Goed;;;"Cylindrical Shapes; Matte Surfaces; Glossy Surfaces; Chrome; Transparent Materials"
DDP-0192;Perfume bottle;2;1;5;Parfumflesje;Estee Lauder;Pleasures (EdP);Silver;;Unknown;1995;Postmodern;U.S.A.;"The bottle design is a classic ""flacon"" style, known for its soft, organic curves and weighted glass base, meant to evoke the feel of a smooth river stone. It features a signature silver-tone pebble-shaped cap.";2-1-5;Unknown;Picture;Goed;;;"Cylindrical Shapes; Multiple Rounding; Matte Surfaces; Transparent Materials"
DDP-0193;Perfume bottle;2;1;5;Parfumflesje;Christian Dior;Diorissimo (EdT);White;Gold;Unknown;1990;Postmodern;France;The bottle is known for its vertical ridged (fluted) glass texture and a white plastic lid with the 'CD' monogram.;2-1-5;Unknown;Picture;Goed;;;"Multiple Roundings; Glossy Surfaces; Transparent Materials"
DDP-0194;Perfume bottle;2;1;5;Parfumflesje;Issey Miyake;L'Eau d'Issey (EdT);Silver;White;Issey Miyake;1992;Postmodern;Japan;The bottle's slender, conical shape was inspired by the sight of the full moon shimmering above the Eiffel Tower in Paris. It features a frosted 'givré' glass body and a brushed metal cap topped with a clear glass sphere meant to resemble a drop of water.;2-1-5;Unknown;Picture;Goed;;;"Cylindrical Shapes; Matte Surfaces; Chrome; Transparent Materials"
DDP-0195;Perfume bottle;2;1;5;Parfumflesje;Estee Lauder;White Linen (EdP);Gold;;Unknown;1978;Late Modern;U.S.A.;This classic bottle features a transparent glass base and a striated (ribbed) gold-tone cap. It is a floral-aldehydic scent intended to evoke the crispness of clean linen and fresh spring air.;2-1-5;Unknown;Picture;Goed;;;"Cylindrical Shapes; Multiple Rounding; Transparent Materials"
DDP-0196;Perfume bottle;2;1;6;Parfumflesje;Van Gils;Strictly for Men;Black;Gold;Unknown;2012;Digital Era;Netherlands;The original scent was first launched in the 1980s, created by perfumer Pierre Wargnye. The bottle is an elegant flacon designed to represent the charismatic and masculine nature of the scent. The modern version shown in the image features a dark, ridged cylindrical body with a matte finish and a central metallic band.;2-1-6;Unknown;Picture;Goed;;;"Cylindrical Shapes; Matte Surfaces; Glossy Surfaces; Chrome"
DDP-0197;Aftershave bottle;2;1;6;Aftershave flesje;Guy Laroche;Fidji Pour Homme;Black;Grey;Unknown;2003;Digital Era;France;"The fragrance was created by perfumer Josephine Catapano. The bottle design is notable for its architectural, minimalist aesthetic, featuring a rectangular clear glass body with a prominent, oversized black block cap. The label uses a distinct grid pattern with ""Guy"" in a red script";2-1-6;Unknown;Picture;Goed;;;"Block Shapes; Singular Rounding; Transparent Materials; Glossy Surfaces"
DDP-0198;Shower gel bottle;2;1;6;Douchegel fles;Jil Sander;Feeling Man;Red;Black;Unknown;1989;Late Modern;Germany;The fragrance was composed by perfumer Alain Astori and the minimalist packaging design is consistent with the brand's creative direction under Jil Sander herself. This specific red bottle design was used for ancillary products (shower gel, lotion) to differentiate them from the translucent glass bottle used for the Eau de Toilette. It follows the brand's 'pure' design philosophy, focusing on bold colours and geometric forms.;2-1-6;Unknown;Picture;Goed;;;"Block Shapes; Cylindrical Shapes; Matte Surfaces; Glossy Surfaces"
DDP-0199;Ink bottle;2;1;6;Inkt flesje;Edding;T25 30ml Refill Ink;Red;Blue;Unknown;2007;Digital Era;Germany;The bottle features a patented drop dispensing system for mess-free refilling and is made from high-quality plastic with a lightfast and waterproof ink formulation.;2-1-6;Unknown;Picture;Redelijk;;;"Cylindrical Shapes; Glossy Surfaces; Transparent Materials"
DDP-0200;Tea tin;2;1;6;Thee blik;Whittard of Chelsea;Mango Indica 125g;Black;Gold;Unknown;1990;Postmodern;England;Square-sided tea caddy with a round, friction-fit gold lid. The tin is made of printed metal (tinplate) and features a minimalist black-and-gold aesthetic. The 'W' logo and serif typeface are central to the brand's heritage identity.;2-1-6;Unknown;Picture;Goed;;;"Block Shapes; Cylindrical Shapes; Singular Rounding; Glossy Surfaces"
DDP-0201;Square storage jar;2;1;6;Vierkante voorraadpot;Unknown;Apothecary Bud Vase;Green;;Unknown;1970;Late Modern;Unknown;These jars are characteristically made from 100% recycled glass, resulting in a distinctive pale green or aqua tint and internal 'seed bubbles'. They often originally featured a large cork stopper or a wire-bale closure.;2-1-6;Unknown;Picture;Goed;;;"Block Shapes; Multiple Rounding; Transparent Materials; Glossy Surfaces"
DDP-0202;Toy tricycle;2;1;7;Speelgoed driewieler;Rolly Toys;Ride-On Tractor;Blue;Orange;Unknown;1970;Late Modern;Germany;This toy features a robust, hollow blow-moulded plastic body built directly over solid metal drive axles. It utilizes a three-wheel tricycle footprint rather than a standard four-wheel tractor layout, combining direct front-wheel pedal propulsion with an integrated faux engine block assembly molded directly into the front frame.;2-1-7;Unknown;Picture;Redelijk;;;"Cylindrical Shapes; Multiple Roundings; Matt Surfaces"
DDP-0203;Water gun with extra tanks;2;1;8;Waterpistool met extra tanks;Larami;Super Soaker 50;Green;Yellow;Lonnie Johnson;1991;Postmodern;U.S.A.;This  design was revolutionary for its utilisation of a manually operated slide pump to compress air into the green plastic water reservoir tank. When the trigger is pulled, the pressurized air forces a continuous, high-velocity stream of water through the nozzle, performing significantly better than traditional, trigger-pumped squirt guns.;2-1-8;Unknown;Picture;Redelijk;;;"Cylindrical Shapes; Glossy Surfaces"
DDP-0204;Storage jar;2;2;2;Voorraadpot;Rosti Mepal;Modul 150ml;Brown;White;Carl Sundberg;1967;Mid-Century Modern;Netherlands;The Modul collection revolutionized mid-century European kitchens by utilizing a system where height variations stacked uniformly. The specific base profile was dimensioned specifically to maximize standard cupboard shelving efficiency.;2-2-2;Unknown;Picture;Redelijk;;;"Block Shapes; Multiple Rounding; Transparent Materials; Glossy Surfaces"
DDP-0205;Toilet cleaner bottle;2;2;1;WC reiniger fles;Glorix;WC-Fris Citroen;Green;Yellow;Unknown;1989;Late Modern;Netherlands;"This historical pack features an iconic ergonomically bent neck (""schuinspuitende flessen"") engineered specifically to dispense formula effortlessly underneath the hidden rim of toilet bowls. [1, 2, 3, 4]";2-2-1;Unknown;Picture;Slecht;;;"Cylindrical Shapes; Multiple Rounding"
DDP-0206;Frying fat bottle;2;2;1;Frituurvet fles;Diamant;Vloeibaar Frituurvet Plantaardig;Yellow;Blue;Unknown;1994;Postmodern;Netherlands;Engineered with an ergonomic off-centre handle for balanced pouring. Features an integrated anti-glug neck profile and a wide base stability ring to minimize kitchen spills.;2-2-1;Unknown;Picture;Redelijk;;;"Cylindrical Shapes; Multiple Rounding"
DDP-0207;Dishwasher detergent bottle;2;2;1;Vaatwasmiddel fles;Calgonil;Ultra ;Yellow;Green;Unknown;1990;Postmodern;Netherlands;A blow-moulded High-Density Polyethylene (HDPE) utility bottle. It features an integrated hollow handle to facilitate a balanced, controlled pour of heavy liquid, alongside a dual-purpose threaded green plastic cap that doubles as a volumetric dosing cup.;2-2-1;Unknown;Picture;Goed;;;"Cylindrical Shapes; Multiple Rounding"
DDP-0208;Engine oil bottle;2;2;1;Motorolie fles;Shell;Helix ;Yellow;;Unknown;1992;Postmodern;Netherlands;The structural design features a translucent vertical strip on the side to monitor the fluid level (0.5L and 1.0L indicators) alongside molded horizontal grip ridges on the side.;2-2-1;Unknown;Picture;Redelijk;;;"Cylindrical Shapes; Multiple Rounding; Matte Surfaces"
DDP-0209;Peppermint boxes;2;2;3;Pepermunt doosjes;Smint;Sugargfree;Blue;White;Unknown;2021;Digital Era;Spain;The packaging consists of a compact, pocket-sized metal tin featuring an integrated click-to-open, flip-top lid system. The graphic artwork uses high-contrast blue, silver, and red colour gradients with crisp, bold branding to communicate instant functional freshness.;2-2-3;Unknown;Picture;Goed;;;"Block Shapes; Singular Rounding; Glossy Surfaces"
DDP-0210;Coffee storage jar;2;2;3;Koffie voorraadpot;Illy;Espresso Café Macinato 250g;Silver;Red;Unknown;2013;Digital Era;Italy;The industrial design focuses on premium preservation. It uses a 100% recyclable aluminum structure that withstands high internal pressure. It uses nitrogen injection to push out oxygen, keeping the coffee fresh for up to two years.;2-2-3;Unknown;Picture;Goed;;;"Cylindrical Shapes; Chrome"
DDP-0211;Canned peeled tomatoes;2;2;3;Blik gepelde tomaten;Mutti;Pomodori a Filetti 400g;Red;Yellow;Unknown;2021;Digital Era;Italy;The design features a premium vintage-inspired typographic layout topped by the signature twin golden lions heraldry. The lower body showcases a hyper-realistic illustration of two peeled tomato wedges resting in dynamic opposition.;2-2-3;Unknown;Picture;Redelijk;;;"Cylindrical Shapes; Chrome"
DDP-0212;Universal eyewear holder;2;2;5;Universele brillenhouder;Unknown;Unknown;Crème;Black;Unknown;2010;Digital Era;China;"This glasses container is meant to be mounted in the car using heavy-duty adhesive tape strips on its flat base. The design prioritises safe, one-handed operation while driving. The kidney-shaped front cutout allows the driver to instinctively grab the sunglasses by the bridge without looking. The black plastic components on the back house a mechanical spring-loaded hinge, enabling a quick tactile ""push-to-open"" mechanism.";2-2-5;Unknown;Picture;Goed;;;"Cylindrical Shapes; Glossy Surfaces; Matt Surfaces"
DDP-0213;Soft drink bottle;2;2;3;Frisdrank flesje;Hata Kosen;Peach 200ml;Pink;Blue;Unknown;2010;Digital Era;Japan;It features a traditional Codd-neck bottle architecture. The gas pressure from the carbonated beverage forces an internal glass marble against a rubber washer at the top to seal the drink. To open it, a plastic plunger pushes the marble down into a pinched neck chamber where it stays trapped without blocking the flow while drinking.;2-2-3;Unknown;Picture;Goed;;;"Cylindrical Shapes; Multiple Rounding; Transparent Materials"
DDP-0214;Cola bottle with packaging;2;2;4;Cola flesje met verpakking;Coca Cola;Straight Wall Bottle 1900;Blue;Red;Unknown;2011;Digital Era;Germany;"This product is a faithful replica of the early un-contoured glass vessels used before the iconic contour ""hobbleskirt"" bottle was patented in 1915. It features a simple vertical profile with a distinct amber-tinted or dark glass color and an authentic early-era diamond-shaped script label.";2-2-4;Unknown;Picture;Goed;;;"Block Shapes; Cylindrical Shapes; Matte Surfaces; Glossy Surfaces"
DDP-0215;Several cola bottles;2;2;4;Verscheidende cola flesjes;Coca Cola;Contour Bottle;Red;White;Alexander Samuelson;2012;Digital Era;U.S.A.;The design brief required a bottle recognizable by touch in the dark, or even when broken on the ground. The team used an image of a cocoa bean pod (with its distinct vertical grooves and bulging middle) as visual inspiration for the silhouette.;2-2-4;Unknown;Picture;Goed;;;"Cylindrical Shapes; Glossy Surfaces; Transparent Materials"
DDP-0216;Cola bottle;2;2;4;Cola flesje;Coca Cola;Karl lagerfeld Limited Edition 2/3;Pink;White;Karl Lagerfeld;2011;Digital Era;Netherlands;"This bottle represents the character ""Eleanor"" (one of three fashion heroines from the 2011 campaign). It features clean graphic lines, a swirling fuchsia pink and white contrast stripe pattern, a matching hot pink bottle cap, and Karl Lagerfeld's iconic pony-tailed silhouette logo.";2-2-4;Unknown;Picture;Goed;;;"Cylindrical Shapes; Glossy Surfaces"
DDP-0217;Cola bottle;2;2;4;Cola flesje;Coca Cola;London Olympic Games Limited Edition;Red;Multi;Turner Duckworth;2012;Digital Era;Netherlands;Features the iconic Coca-Cola contour shape reimagined in sleek, impact-extruded recyclable aluminium. The graphic wrapper blends the brand's classic identity with active, bold silhouettes representing different sport movements alongside official Olympic branding.;2-2-4;Unknown;Picture;Goed;;;"Cylindrical Shapes; Glossy Surfaces"
DDP-0218;Nail polish bottle;2;2;6;Nagellak flesje;Estee Lauder;Pure Colour - Frozen Plum;Gold;Purple;Tom Pecheux;2012;Digital Era;France;"This signature heavy glass bottle redesign was launched in 2012 under the creative direction of Tom Pecheux. It features a custom ""sphere within a cube"" concept, anchoring a rounded glass inner chamber inside a thick, heavy clear glass cube, topped with a metallic gold cylindrical cap.";2-2-6;Unknown;Picture;Goed;;;"Block Shapes; Cylindrical Shapes; Glossy Surfaces; Transarent Materials"
DDP-0219;Cream jar;2;2;6;Crème potje;Plante System;Urgence Crème Très Nourrissante;White;Purple;Unknown;2010;Digital Era;France;The container utilizes a distinct, architectural structural strategy featuring a wide-rimmed conical plastic outer pot base. This design flares outward to cradle a smaller, recessed inner cylindrical core and lid, minimizing material weight while giving the product a premium, floating vanity shelf presence.;2-2-6;Unknown;Picture;Goed;;;"Cylindrical Shapes; Multiple Rounding; Glossy Surfaces; Transparent Materials"
DDP-0220;Perfume bottle;2;2;6;Parfumflesje;Hugo Boss;Baldessarini EdC;Silver;;Werner Baldessarini;2002;Digital Era;Germany;A heavy, refillable geometric glass bottle with clean vertical lines and a metallic closure;2-2-6;Unknown;Picture;Goed;;;"Cylindrical Shapes; Transparent Materials; Chrome"
DDP-0221;Perfume bottle;2;2;6;Parfumflesje;Krizia;Teatro alla Scala;Brown;;Pierre Dinand;1985;Late Modern;Italy;The silhouette mirrors the layout of a grand theatre stage, featuring a deep tortoiseshell/amber base frame that cradles a semi-circular clear glass vessel. It is topped with a matching fan-shaped cap. Renowned bottle designer Pierre Dinand crafted the iconic shape based on the architecture of Milan's famous Teatro alla Scala opera house.;2-2-6;Unknown;Picture;Redelijk;;;"Block Shapes; Cylindrical Shapes; Glossy Surfaces; Transarent Materials"
DDP-0222;Perfume bottle;2;2;6;Parfumflesje;Kiton;Men EdT;Silver;Orange;Unknown;1996;Postmodern;Italy;An ergonomic, clear glass bottle featuring flat front and back faces, soft bowed vertical sides, a debossed oval central grip zone, and a polished metallic atomiser cap.;2-2-6;Unknown;Picture;Redelijk;;;"Cylindrical Shapes; Chrome; Transparent Materials"
DDP-0223;Perfume bottle;2;2;6;Parfumflesje;Chanel;Antaeus pour Homme EdT;Black;White;Unknown;1981;Late Modern;France;An opaque, black bottle. It features minimalist white typography in the classic Chanel brand style. The design conveys mythical strength and sophisticated luxury.;2-2-6;Unknown;Picture;Goed;;;"Block Shapes; Cylindrical Shapes; Glossy Surfaces"
DDP-0224;Perfume bottle;2;2;6;Parfumflesje;Mexx;Mexx Men ;Blue;Silver;Unknown;2000;Digital Era;Netherlands;"The structural design focuses on youth-focused metropolitan aesthetics. It features a frosted texture, debossed interlocking ""XX"" typography (the brand's signature ""kiss kiss"" logo abbreviation), a blue spray nozzle head, and an attached protective industrial metal locking clip.";2-2-6;Unknown;Picture;Goed;;;"Cylindrical Shapes; Matte Surfaces; Chrome; Transparent Materials"
DDP-0225;Aftershave bottle;2;2;6;Aftershave flesje;Nivea;Sensitive Aftershave Balm;White;Blue;Unknown;2010;Digital Era;Germany;Heavy white glass bottle, ergonomic grip, and a wide-mouthed screw cap.;2-2-6;Unknown;Picture;Goed;;;"Block Shapes; Cylindrical Shapes; Matte Surfaces; Glossy Surfaces"
DDP-0226;Jerry can;2;2;7;Jerrycan;Unknown;Standard UN Approved Stackable Jerrycan;Crème;Black;Unknown;1980;Late Modern;Belgium;This canister is a masterclass in form-follows-function industrial design, engineered entirely for volumetric efficiency and safety. Its boxy bounding frame maximizes pallet space, while the recessed top profile creates a lock-and-key nesting system for stable, vertical stacking. The off-centre spout creates an internal air pocket to prevent liquid glugging during pouring, and the smooth, compound corner radii distribute internal fluid pressure evenly to prevent the plastic from splitting under impact.;2-2-7;Unknown;Picture;Redelijk;;;"Block Shapes; Cylindrical Shapes; Multiple Rounding; Matt Surfaces"
DDP-0227;Watering Can;2;2;8;Gieter;Underwood;Traditional galvanized steel (zinc) Watering Can;Silver;Grey;Unknown;2000;Digital Era;Netherlands;Features a hot-dip galvanized coating over sheet metal for rust prevention. It utilizes a dual-handle configuration where the single large arched tubular overhead handle bridges down to the rear, allowing the user's hand to slide smoothly along the grip to shift the center of gravity while tilting and pouring.;2-2-8;Unknown;Picture;Goed;;;"Cylindrical Shapes; Matte Surfaces"
DDP-0228;Watering Can;2;2;6;Gieter;Curver;Cubic Measurement Watering Can;Green;;Unknown;1980;Late Modern;Netherlands;This classic utilitarian design breaks away from the traditionally rounded cylindrical body of standard watering cans. It introduces a block-like, space-saving format with molded measuring indicators built directly into the flat plastic face.;2-2-6;Unknown;Picture;Goed;;;"Cylindrical Shapes; Matte Surfaces"